line	tomo	inv_no	shelfmark	date	place	sender	recipient	class	index_wording	key_route
36517	A	2607	A-20, f.239 a 243.	1521.06.11	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36542	A	2609	A-20, f.246.	1521.06.12	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36565	A	2611	A-20, f.250 y 251.	1521.06.14	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36595	A	2613	A-20, f.253 a 256.	1521.06.18	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36605	A	2614	A-20, f.258 y 259.	1521.06.18	Roma	Juan Manuel	Carlos V	D	Traducción del documento anterior: Carta de Juan Manuel, embajador de Carlos V en Roma,	Ko.2 (Kolosova)
36620	A	2615	A-20, f.259 a 265.	1521.06.27	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36644	A	2617	A-21, f.1 a 4.	1521.07.02	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36678	A	2619	A-21, f.2	1521.07.08	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36706	A	2621	A-21, f.19 a 22.	1521.07.08	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36827	A	2629	A-21, f.36 a 38.	1521.07.20	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
36854	A	2631	A-21, f.42 a 45.	1521.07.22	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37003	A	2640	A-21, f.54 a 56.	1521.07.23	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37031	A	2642	A-21, f.63 a 66.	1521.07.27	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37064	A	2644	A-21, f.73 a 76.	1521.07.31	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37116	A	2648	A-21, f.85 a 87.	1521.08.06	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37162	A	2651	A-21, f.92 a 94.	1521.08.07	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37186	A	2653	A-21, f.98 a 101.	1521.08.09	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37217	A	2655	A-21, f.104 a 106.	1521.08.11	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37243	A	2657	A-21, f.111 a 113.	1521.08.15	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37329	A	2663	A-21, f.120 a 122.	1521.08.29	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37376	A	2666	A-21, f.128 a 135.	1521.08.27	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37432	A	2670	A-21, f.145 a 148.	1521.08.30	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37464	A	2672	A-21, f.153 a 156.	1521.09.06	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37492	A	2674	A-21, f.162 a 164.	1521.09.06	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37531	A	2676	A-21, f.167 y 168.	1521.09.09	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37556	A	2678	A-21, f.171 y 172.	1521.09.17	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37584	A	2680	A-21, f.175 y 176.	1521.09.20	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37613	A	2682	A-21, f.179 a 184.	1521.09.26	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37637	A	2684	A-21, f.189 y 190.	1521.09.29	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37661	A	2686	A-21, f.193 y 194.	1521.10.01	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37709	A	2689	A-21, f.199 a 205.	1521.10.10	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37748	A	2692	A-21, f.223.	1521.10.12	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37795	A	2695	A-21, f.229 a 231.	1521.10.17	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37821	A	2697	A-21, f.234 y 235.	1521.10.22	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
37835	A	2698	A-21, f.236 y 237.	1521.10.22	Roma	Juan Manuel	Carlos V	D	Traducción del documento anterior: Carta de Juan Manuel, embajador de Carlos V en Roma,	Ko.2 (Kolosova)
37856	A	2699	A-21, f.238 a 241.	1521.10.22	Roma	Juan Manuel	Carlos V	P	Italia; le manifestaba la necesidad de cambiar de cifra, ya que habían sido interceptadas por los	Ko.2 (Kolosova)
37944	A	2705	A-21, f.249.	1521.10.30	Trento	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
37974	A	2707	A-21, f.253 y 254.	1521.10.31	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
38006	A	2709	A-21, f.256 y 257.	1521.10.31	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
38056	A	2713	A-21, f.263 y 264.	1521.11.01	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
38087	A	2715	A-21, f.268.	1521.11.02	Real, cerca de Hostiano	Alonso Sánchez		P	anunciaba el envío de una nueva cifra, para su correspondencia.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
38115	A	2717	A-21, f.272.	1521.11.04	Lisboa		Carlos V	P	Carta de Cristóbal Barroso a Carlos V, en cifra.	none known
38171	A	2721	A-21, f.279 a 281.	1521.11.10	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
38213	A	2724	A-21, f.287 y 288.	1521.11.12	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
38238	A	2726	A-21, f.291 y 292.	1521.11.13	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
38389	A	2735	A-21, f.309,	Sin data (¿1521?). Sin lugar (¿Venecia?)	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
38419	A	2737	A-21, f.311 y 312.	1521.11.21	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
38443	A	2739	A-21, f.315 a 317.	1521.11.21	Roma	Juan Manuel	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.2 (Kolosova)
38488	A	2742	A-21, f.322 y 323.	1521.11.27	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
38531	A	2745	A-21, f.329 y 330.	1521.11.28	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
38649	A	2754	A-21, f.340 y 341.	1521.12.02	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
38677	A	2756	A-21, f.344.	1521.12.04	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
38730	A	2760	A-21, f.356.	Sin data (1521)	Carta, descifrada, de Fernando Marín, abad de Nájera, a Carlos V, comunicándole el estado del	Abbot of Nájera (Fernando Marín)	Carlos V	P	Carta, descifrada, de Fernando Marín, abad de Nájera, a Carlos V, comunicándole el estado del	Ko.3 (Kolosova)
38762	A	2762	A-21, f.359 a 361.	1521.12.11	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador en Roma de Carlos V, dirigida a éste, en cifra.	Ko.2 (Kolosova)
38804	A	2765	A-21, f.369 y 370.	1521.12.09	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
38869	A	2770	A-21, f.380 y 381.	1521.12.19	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
39124	A	2788	A-21, f.400.	1521.12.23	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
39151	A	2790	A-21, f.403 y 404.	1521.12.24	Roma	Juan Manuel	Carlos V	P	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
39208	A	2794	A-21, f.410.	1521.12.24	Carta del arzobispo de Bari, Esteban Gabriel Merino, a... (no se expresa destinatario), en cifra.	Abbot of Nájera (Fernando Marín)		D	Carta del arzobispo de Bari, Esteban Gabriel Merino, a... (no se expresa destinatario), en cifra.	Ko.3 (Kolosova)
39258	A	2797	A-21, f.415 y 416.	1521.12.28	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
39360	A	2805	A-21, f.426 a 429.	1521.12.31	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
39411	A	2809	A-22, f.4 a6.	1522.01.02	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
39435	A	2811	A-22, f.12.	1522.01.06	Venecia	Alonso Sánchez	Carlos V	P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
39450	A	2812	A-22, f.14 a 16.	1522.01.09	Venecia	Alonso Sánchez	Carlos V	P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
39480	A	2814	A-22, f.23 a 25.	1522.01.06	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
39540	A	2818	A-22, f.34 a 36.	1522.01.08	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
39584	A	2820	A-22, f.39 y 40.	1522.01.11	Roma	Juan Manuel		P	Traducción de una carta de Juan Manuel, embajador de Carlos V en Roma, escrita en cifra, en la	Ko.2 (Kolosova)
39631	A	2823	A-22, f.45.	1522.01.12	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
39686	A	2826	A-22, f.51 y 52.	1522.01.17	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
39747	A	2830	A-22, f.58 y 59.	1522.01.20	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
39877	A	2839	A-22, f.76 y 77.	1522.01.17	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
39927	A	2842	A-22, f.83 a 85.	1522.01.29	Venecia	Alonso Sánchez		D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
39952	A	2844	A-22, f.91 y 92.	1522.01.29	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
39983	A	2846	A-22, f.96 y 97.	1522.02.03	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
40035	A	2850	A-22, f.103.	1522.02.03	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
40063	A	2852	A-22, f.107 y 108.	1522.02.04	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
40088		2854		1522.02.05	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.3 (Kolosova)
40100	A	2855	A-22, f.115.	1522.02.05	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	P	Traducción de los párrafos en cifra del documento anterior: Carta de Fernando Marín, abad de	Ko.3 (Kolosova)
40130	A	2857	A-22, f.119 y 120.	1522.02.07	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
40265	A	2867	A-22, f.145 y 146.	1522.02.11	Venecia	Alonso Sánchez	Carlos V	P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
40280	A	2868	A-22, f.148.	1522.02.11	Venecia	Alonso Sánchez		P	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
40323	A	2871	A-22, f.154 y 155.	1522.02.11	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
40395	A	2876	A-22, f.165 y 166.	1522.02.12	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.3 (Kolosova)
40427	A	2878	A-22, f.169.	Sin fecha	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Lope Hurtado de Mendoza	Carlos V	P	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
40437	A	2879	A-22, f.171.	1522.02.15	Vitoria	Lope Hurtado de Mendoza	Carlos V	P	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
40479		2882		1522.02.15	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
40503	A	2884	A-22, f.185.	1522.02.15	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
40538	A	2887	A-22, f.191 y 192.	1522.02.16	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.3 (Kolosova)
40558	A	2888	A-22, f.195.	1522.02.16	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	P	Traducción de los párrafos en cifra del documento anterior: Carta de Fernando Marín, abad de	Ko.3 (Kolosova)
40588	A	2890	A-22, f.200.	1522.02.17	Milán	Abbot of Nájera (Fernando Marín)	Carlos V	P	Original, gran parte en cifra, muy estropeado.	Ko.3 (Kolosova)
40666	A	2895	A-22, f.210.	1522.02.19	Vitoria	Lope Hurtado de Mendoza	Carlos V	D	Original, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
40731	A	2899	A-22, f.218 a 221.	1522.02.20	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
40780	A	2903	A-22, f.233 a 235.	1522.02.21	Milán	Adorno(s)	Carlos V	P	Original, con algunos párrafos en cifra.	Ko.11 (Kolosova)
40793	A	2904	A-22, f.237.	1522.02.21	Milán	Adorno(s)	Carlos V	P	Traducción de los párrafos en cifra de la carta anterior, de Jerónimo Adorno a Carlos V.	Ko.11 (Kolosova)
40822	A	2906	A-22, f.243 a 245.	1522.02.23	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
40889	A	2910	A-22, f.255 a 257.	1522.02.25	Nápoles	Abbot of Nájera (Fernando Marín)	Carlos V	D	Carta de Rodrigo Niño a Carlos V, en cifra.	Ko.3 (Kolosova)
40918	A	2912	A-22, f.261 y 262.	1522.02.26	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
40941	A	2914	A-22, f.266.	1522.02.26	Vitoria	Lope Hurtado de Mendoza	Carlos V	D	Carta de Lope Hurtado de Mendoza a Carlos V, en cifra.	Ko.7 (Kolosova, subst. p.312, nomenclature p.333) / Ko.10 secondary
40969	A	2916	A-22, f.271 y 272.	1522.02.26	Venecia	Alonso Sánchez	Carlos V	D	Carta de Alonso Sánchez, embajador de Carlos V en Venecia, dirigida a éste, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
41041	A	2921	A-23, f.1 a 3.	1522.03.16	Roma	Juan Manuel	Carlos V	D	Original, en cifra.	Ko.2 (Kolosova)
41058	A	2922	A-23, f.5a7.	1522.03.16	Roma	Juan Manuel	Carlos V	D	Texto descifrado del documento anterior: Carta de Juan Manuel, embajador de Carlos V en Roma,	Ko.2 (Kolosova)
41095	A	2929	A-23, f.19.	1522.03.03	Roma	Juan Manuel	Carlos V	D	Texto descifrado del documento anterior: Carta de Juan Manuel, embajador de Carlos V en Roma,	Ko.2 (Kolosova)
41167	A	2934	A-23, f.27.	1522.03.05	Venecia	Alonso Sánchez	Carlos V	D	Original, en cifra.	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
41180	A	2935	A-23, f.29.	1522.03.05	Venecia	Alonso Sánchez	Carlos V	D	Texto descifrado del documento anterior: Carta de Alonso Sánchez, embajador de Carlos V en	Ko.9 (Kolosova p.350-380); Tomokiyo AlonsoSanchez.htm (on file)
41215	A	2937	A-23, f.34 a 36.	1522.03.07	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
41225	A	2938	A-23, f.37 y 38.	1522.03.07	Roma	Juan Manuel	Carlos V	D	Texto descifrado del documento anterior: Carta de Juan Manuel, embajador de Carlos V en Roma,	Ko.2 (Kolosova)
41250	A	2940	A-23, f.40.	1522.03.08	Roma	Juan Manuel	Carlos V	D	Original, en cifra.	Ko.2 (Kolosova)
41263	A	2941	A-23, f.42.	1522.03.08	Roma	Juan Manuel	Carlos V	D	Texto descifrado del documento anterior: Carta de Juan Manuel, embajador de Carlos V en Roma,	Ko.2 (Kolosova)
41277	A	2942	A-23, f.44.	1522.03.08	Vitoria	Pope Adrian VI	Carlos V	P	Carta de Jerónimo Severini a Carlos V, comunicándole que, en el momento que recibiese la cifra, le	Ko.4 (Kolosova)
41344	A	2945	A-23, f.50 a 53.	1522.03.12	Roma	Juan Manuel	Carlos V	D	Carta de Juan Manuel, embajador de Carlos V en Roma, dirigida a éste, en cifra.	Ko.2 (Kolosova)
41354	A	2946	A-23, f.54 a 56.	1522.03.12	Roma	Juan Manuel	Carlos V	D	Texto descifrado del documento anterior: Carta de Juan Manuel, embajador de Carlos V en Roma,	Ko.2 (Kolosova)
